--9e1ONYQuAa-CB_Rrw7Tw,Delmonico Steakhouse,36.123183,-115.16919,4.0,1613,"Cajun/Creole, Seafood, Steakhouses"
--FBCX-N37CMYDfs790Bnw,The Bar At Bermuda & St. Rose,35.9786786,-115.1550565,4.0,135,"Nightlife, Beer, Wine & Spirits, Bars, American (New)"
--TcDRzRIxhvHM4DSgEuMA,The Greens,36.054765,-115.084389,2.5,7,"Nightlife, Lounges, Bars"
--q7kSBRb0vWC8lSkXFByA,Double Play Sports Bar,36.0166929,-115.173115,4.0,7,"Pizza, Bars, Sports Bars, Nightlife"
-0BxAGlIk5DJAGVkpqBXxg,The Coffee Bean & Tea Leaf,36.122935,-115.168528,3.0,44,Coffee & Tea
-0RkJ_uIduNLWQrphbADRw,Rooster Boy Cafe,36.2075389,-115.2681541,4.5,61,"Coffee & Tea, Cafes, Breakfast & Brunch"
-153AjTW5luZPK4omEujWA,Jody Maroni's Sausage Kingdom,36.1030009,-115.1735161,3.0,5,Hot Dogs
-1m9o3vGRA8IBPNvNqKLmA,Bavette's Steakhouse & Bar,36.10433,-115.1755933333,4.5,251,"Bars, Cocktail Bars, African, Seafood, American (New), Steakhouses, Nightlife"
-1uVyyy3UXNA9WoPucNniA,La Tapatia Market,36.0291100543,-115.1168234646,4.5,39,"Butcher, Specialty Food, Fruits & Veggies, Grocery, Seafood Markets, Meat Shops"
-1vfRrlnNnNJ5boOVghMPA,Red Ginseng Narita Sushi & BBQ,36.2812952069,-115.286736503,3.0,78,"Korean, Sushi Bars"
-3AVh1GtLRc-HOwORLuzaQ,Borders Books Music & Cafe,36.062574,-115.0485625,3.0,12,"Bookstores, Books, Mags, Music & Video, Music & DVDs, Shopping, Videos & Video Game Rental, Coffee & Tea"
-3H_6UZGWrfl8XQsm1fBmw,AL's Donuts,36.1192552405,-115.1462362334,2.5,7,"Ice Cream & Frozen Yogurt, Donuts, Specialty Food"
-3zffZUHoY8bQjGfPSoBKQ,Michael Mina,36.11199,-115.177001,4.0,636,"Nightlife, Bars, American (New), Seafood"
-46pFijv3f2jZH-_Ze6CQA,Vegas Uncork'd: The Grand Tasting,36.1154492319,-115.1777511963,4.0,23,"Local Flavor, Wineries, Arts & Entertainment"
-8R_-EkGpUhBk55K9Dd4mg,Sin City Thai Restaurant,36.0725097656,-115.2069015503,3.5,117,Thai
-8ZiMXZReeTD3kwEvS0Lww,The Butcher Block,36.2778377,-115.286646,4.5,130,"Meat Shops, Butcher, Seafood Markets, Specialty Food"
-95mbLJsa0CxXhpaNL4LvA,The Perfect Scoop & Boba Tea,36.055251,-115.225806,3.5,688,"Desserts, Coffee & Tea, Ice Cream & Frozen Yogurt, Bubble Tea, Juice Bars & Smoothies, Food Delivery Services"
-9Ir5OiFiOszIgeFgalXcw,Starbucks,36.117507,-115.18814,3.0,43,Coffee & Tea
-9YyInW1wapzdNZrhQJ9dg,Fresh Buffet,36.1362575,-115.1512526,2.5,193,Buffets
-AD5PiuJHgdUcAK-Vxao2A,Smashburger,36.1038286,-115.1373414,3.5,302,"American (New), Burgers"
-ADtl9bLp8wNqYX1k3KuxA,Ichi Ramen House,36.2714973,-115.2675984,4.0,476,"Japanese, Sushi Bars, Asian Fusion, Ramen"
-AGdGGCeTS-njB_8GkUmjQ,Woo Chun Korean BBQ,36.1436636,-115.1418906,4.0,8,Korean
-BAOJ8aA5MCrYx_tQUyZHg,The Neapolitan,36.1101040621,-115.1736420393,4.5,24,Ice Cream & Frozen Yogurt
-BS4aZAQm9u41YnB9MUASA,Argana,36.1428613059,-115.2802671618,4.5,73,Moroccan
-Bf8BQ3yMk8U2f45r2DRKw,In-N-Out Burger,36.1956632,-115.2465134,4.0,191,"Burgers, Fast Food"
-BmqghX1sv7sgsxOIS2yAg,Merkato Ethiopian Cafe,36.1216467,-115.144848,4.0,184,"Ethiopian, Vegetarian, Cafes"
-Bv-HHUs8aHzDrdWcZHn8w,Smashburger,36.1178686988,-115.1759480934,3.0,88,Burgers
-C8sSrFqaCxp51pyo-fQLQ,The Rice Shop,36.1231118615,-115.2798969372,4.5,135,"Comfort Food, Asian Fusion, Specialty Food"
-CFKgOGpYPIt8NnqidaZCw,Chef Flemming's BakeShop,36.0359158,-114.9859226,4.5,188,"Bakeries, Custom Cakes, Patisserie/Cake Shop"
-CQokjildrY7UZezXCdEBw,Toddy Shop,36.1714234,-115.2452456,5.0,41,"Nightlife, Asian Fusion, Indian, Bars, Dive Bars, American (Traditional), Bar Crawl"
-CZwX0Fy14DGCY_2aFkhKg,K Jun Chicken,36.1269391,-115.2416392,3.5,5,"Chicken Wings, Korean"
-CbDQXiuKzPQ0_jiUz03aw,Taiga Modern Japanese & Thai Restaurant,36.0719464,-115.1067983,4.0,49,"Japanese, Thai"
-DnaKAs2oK3rXfrjSvn9ew,Tokyo Cafe,36.2395748,-115.1146614,4.5,309,"Ramen, Soup, Japanese Curry, Japanese, Salad"
-EohS3nXZGl6odE9Lx5BSw,Panda Express,36.1008337598,-115.0543288058,1.5,12,"Chinese, Event Planning & Services, Caterers, Fast Food"
-ErwgUmZ1-jHW_rSu55jlg,Menchie's Frozen Yogurt,36.1962373,-115.2575104,4.0,32,Ice Cream & Frozen Yogurt
-FNquqGseSCVMWo7KbK-Tg,Chipotle Mexican Grill,36.1070796309,-115.1370644881,3.5,136,"Mexican, Fast Food"
-FcZY7a7qgxTUlTvwuyJnQ,8 Noodle Bar,36.1569067426,-115.3329909128,3.5,262,"Chinese, Japanese, Asian Fusion"
-FlrlELIGmCqdt_JxbdFgg,Panda Express,36.1937598519,-115.305485597,3.0,9,"Caterers, Event Planning & Services, Chinese"
-FtngCwHCD2tRlH8jpj_Ag,Hash House A Go Go,36.0594470666,-115.0468478634,3.5,643,"American (New), Breakfast & Brunch, American (Traditional)"
-G7MPSNBpxRJmtrJxdwt7A,La Costa Del Sol,36.1470589,-115.0646636,3.0,53,"Mexican, Salvadoran, Latin American"
-G9DFmuokdYk_H35ezRkAw,Dolphin Bar,36.1212806702,-115.1722869873,4.0,8,"Hotels & Travel, Beer, Wine & Spirits, Nightlife, Lounges, Local Flavor, Bars"
-INdswGdyRyy72xXHalNbg,99 Ranch Market,36.1254888,-115.1952315,3.0,158,"Meat Shops, Fruits & Veggies, Ethnic Food, Specialty Food, Grocery, Seafood Markets"
-IWsoxH7mLJTTpU5MmWY4w,Pho Kinh Do,36.1265982988,-115.197783811,4.0,832,"Noodles, Vietnamese"
-JFVxwdVQfX207554dx1nw,Teriyaki Madness,36.0106875,-115.1371278,3.5,146,"Japanese, Asian Fusion, Hawaiian"
-JfncbVURtvuzBbof40o1w,The Cafe at Monte Carlo,36.1047813604,-115.1746626725,2.5,140,"Cafes, Sandwiches, American (Traditional)"
-Jo0rJr2mZxBVgaJqDs-TQ,Chiamaka Food,36.0986458,-115.1360641,3.5,6,"African, South African"
-Jx2rd2rH7MlWfb9RMtCFQ,Kraken Cafe,36.1434315,-115.1248997,3.5,33,"Burgers, Food Trucks"
-K82LBrI3H0FVuhTbNDpRA,Shoku Ramen,36.0425315584,-115.1527540516,3.5,253,"Ramen, Japanese, Noodles"
-KYq3eqNvYJ-XHztPpXjvw,The Downstairs Bar,35.9871897,-115.1016247,3.0,6,"American (New), Sports Bars, Nightlife, Lounges, Bars"
-LG_SXZrWLTnfSXRPZQvzA,7-Eleven,36.096154342,-115.0463863006,1.0,4,"Coffee & Tea, Convenience Stores"
-LMycE26AortJDsbc8oXOg,Jack In the Box,36.1964629,-115.2603772,3.0,39,"Mexican, Burgers, Fast Food"
-Le6cwbZL4tDZwNHwipfKg,Marrakech,36.1177117193,-115.154608946,4.5,447,"Middle Eastern, Mediterranean, Lebanese, Moroccan"
-LmxQLtHixUTeQkk5G-gTw,Cookie Zoo,36.071028,-115.1319412,4.5,32,"Bakeries, Event Planning & Services, Caterers"
-LyGT6bztmvWd3_pa93YDg,Flame Kabob,36.1139221,-115.2803993,3.0,6,"Persian/Iranian, Middle Eastern, Ethnic Food, Specialty Food"
-LzUYsR54hd8cCiYXTquRA,Medley Buffet,36.1027231891,-115.2025938034,3.0,438,"Buffets, American (New)"
-MmAW2x9vMGuhVcALU7QRw,McDonald's,36.108719,-115.1721595,2.0,6,"Coffee & Tea, Burgers, Fast Food"
-NR4KqS6lHseNvJ-GFzfMA,Art of Flavors,36.1516524,-115.1525583,4.5,132,"Gelato, Coffee & Tea, Desserts"
-N_agk8RUHvHk3GVDsyunQ,Hitchin Post Saloon & Steakhouse,36.2231775639,-115.0825648069,4.0,74,"Steakhouses, Bars, Breakfast & Brunch, Nightlife, Venues & Event Spaces, Event Planning & Services, Lounges"
-NjZ5HZApXjRJaTVZeSO_w,San Salvador Restaurant,36.2031091,-115.2408141,4.0,36,"Mexican, Latin American, American (New), Salvadoran"
-NsIO9AUNEmbsxdUORtfAQ,ESports Gaming Arena,36.0859779202,-115.2425192586,5.0,6,"Internet Cafes, Arts & Entertainment, Party & Event Planning, Videos & Video Game Rental, Event Planning & Services, Arcades, Books, Mags, Music & Video, Shopping, Video Game Stores"
-OEIW0dO96-492qa_luxaw,Aces & Ales,36.1214227,-115.0647158,4.0,274,"Bars, Nightlife, Local Flavor, Sports Bars, American (Traditional), Casinos, American (New), Music Venues, Pubs, Beer Bar, Beer, Wine & Spirits, Arts & Entertainment"
-OMfcRwzGjiD1lpMIknQ1Q,Smith's Food & Drug Centers,36.0253682,-115.0637434,3.5,62,Grocery
-P8dGzSVhJi-5oZ-8U2y0w,Cannery Row Buffet,36.1084168,-115.0570842,2.5,65,"Buffets, Diners"
-PGsEXB6DFTVKa1eDOlzWA,Black Bear Diner,36.1427149,-115.278341,3.5,248,"Breakfast & Brunch, Diners, American (Traditional)"
-PRTv5z2N687DEyW0Fkcww,Juice Express,36.0854286,-115.149927,3.0,13,Juice Bars & Smoothies
-Pv-3Moxm6is6COkQIA7Kg,Bropards,36.1278425,-115.225183,4.5,10,"American (Traditional), Karaoke, Asian Fusion, Nightlife, Bars, Comedy Clubs, Event Planning & Services, DJs, Lounges, Filipino"
-QNQ4R1VgRoL4b6lC8Anrg,Mizuya,36.091869,-115.175256,3.0,130,"Bars, Lounges, Nightlife, Japanese, Sushi Bars"
-Qamd1hK7jczDkdUrm8lxg,Mom and Pops Smoke Shop,36.143315,-115.1486295,5.0,5,"Grocery, Beer, Wine & Spirits, Convenience Stores"
